title,url,year,issue
Excess Commuting: A Critical Review,https://www.tandfonline.com/doi/full/10.1080/01441640600782609,2006,6
Book Review,https://www.tandfonline.com/doi/full/10.1080/01441640600765117,2006,6
They also helped…….,https://www.tandfonline.com/doi/full/10.1080/01441640601008335,2006,6
Reframing Automobile Fuel Economy Policy in North America: The Politics of Punctuating a Policy Equilibrium,https://www.tandfonline.com/doi/full/10.1080/01441640600821308,2007,1
Decoupling of Road Freight Transport and Economic Growth Trends in the UK: An Exploratory Analysis,https://www.tandfonline.com/doi/full/10.1080/01441640600825952,2007,1
Driving Behaviour: Models and Challenges,https://www.tandfonline.com/doi/full/10.1080/01441640600823940,2007,1
Public Acceptability of Road User Charging: The Case of Edinburgh and the 2005 Referendum,https://www.tandfonline.com/doi/full/10.1080/01441640600831299,2007,1
Can Innovations in Rail Freight Transhipment Be Successful?,https://www.tandfonline.com/doi/full/10.1080/01441640600765091,2007,1
Book Review,https://www.tandfonline.com/doi/full/10.1080/01441640600983967,2007,1
Evaluating Transport Infrastructure Investments: The Dutch Experience with a Standardized Approach,https://www.tandfonline.com/doi/full/10.1080/01441640600843237,2007,2
"Activity–Travel Behaviour Research: Conceptual Issues, State of the Art, and Emerging Perspectives on Behavioural Analysis and Simulation Modelling",https://www.tandfonline.com/doi/full/10.1080/01441640600858649,2007,2
Leasing Passenger Trains: The British Experience,https://www.tandfonline.com/doi/full/10.1080/01441640600907024,2007,2
Ability to Recover Full Costs through Price Discrimination in Deregulated Scheduled Air Transport Markets,https://www.tandfonline.com/doi/full/10.1080/01441640600951949,2007,2
Traffic Performance Models for Dynamic Traffic Assignment: An Assessment of Existing Models,https://www.tandfonline.com/doi/full/10.1080/01441640600979403,2007,2
Railroad Restructuring in Russia and Central and Eastern Europe: One Solution for All Problems?,https://www.tandfonline.com/doi/full/10.1080/01441640600979502,2007,3
Revisiting Service‐level Measurement for an Inventory System with Different Transport Modes,https://www.tandfonline.com/doi/full/10.1080/01441640600983371,2007,3
Evaluating Key Resources and Capabilities for Liner Shipping Services,https://www.tandfonline.com/doi/full/10.1080/01441640600984015,2007,3
Evaluation of Rail Freight Facilities Grant Funding in Britain,https://www.tandfonline.com/doi/full/10.1080/01441640600990418,2007,3
Introducing Willingness‐to‐pay for Noise Changes into Transport Appraisal: An Application of Benefit Transfer,https://www.tandfonline.com/doi/full/10.1080/01441640601062621,2007,3
Restructuring the Greek Railways: Current Progress and Evaluation of Alternative Schemes,https://www.tandfonline.com/doi/full/10.1080/01441640601113911,2007,3
Urban Transport Trends and Policies in China and India: Impacts of Rapid Economic Growth,https://www.tandfonline.com/doi/full/10.1080/01441640601089988,2007,4
Delivering Value for Money to Government through Efficient and Effective Public Transit Service Continuity: Some Thoughts,https://www.tandfonline.com/doi/full/10.1080/01441640701192351,2007,4
Automobile Fuel Demand: A Critical Assessment of Empirical Methodologies,https://www.tandfonline.com/doi/full/10.1080/01441640601119710,2007,4
Pro‐rail Policies in Turkey: A Policy Shift?,https://www.tandfonline.com/doi/full/10.1080/01441640601151564,2007,4
Survey of Technologies for the Implementation of National‐scale Road User Charging,https://www.tandfonline.com/doi/full/10.1080/01441640701214304,2007,4
Transport Networks and Spatial Choices: A European Perspective,https://www.tandfonline.com/doi/full/10.1080/01441640701322933,2007,5
Assessment of New Hub‐and‐Spoke and Point‐to‐Point Airline Network Configurations,https://www.tandfonline.com/doi/full/10.1080/01441640701322552,2007,5
Recent Methodological Developments to Measure Spatial Interaction: Synthetic Accessibility Indices Applied to High‐speed Train Investments,https://www.tandfonline.com/doi/full/10.1080/01441640701322610,2007,5
Growth of Container Seaborne Traffic in the Mediterranean Basin: Outlook and Policy Implications for Port Development,https://www.tandfonline.com/doi/full/10.1080/01441640701322677,2007,5
Rail Noise‐Abatement Programmes: A Stated Choice Experiment to Evaluate the Impacts on Welfare,https://www.tandfonline.com/doi/full/10.1080/01441640701322693,2007,5
"Would You Stick To Using Your Car Even If Charged? Evidence from Trento, Italy",https://www.tandfonline.com/doi/full/10.1080/01441640701322727,2007,5
Freight Transport and the Value of Travel Time Savings: A Meta‐analysis of Empirical Studies,https://www.tandfonline.com/doi/full/10.1080/01441640701322834,2007,5
Gap between Willingness‐to‐Pay (WTP) and Willingness‐to‐Accept (WTA) Measures of Value of Travel Time: Evidence from Norway and Sweden,https://www.tandfonline.com/doi/full/10.1080/01441640701322875,2007,5
"Gender, Residential Location, and Household Travel: Empirical Findings from Low‐income Urban Settlements in Durban, South Africa",https://www.tandfonline.com/doi/full/10.1080/01441640701450627,2007,6
Enablers and Barriers to the Adoption of Alternatively Powered Buses,https://www.tandfonline.com/doi/full/10.1080/01441640701248518,2007,6
Managing Traffic by Privatization of Road Capacity: A Property Rights Approach,https://www.tandfonline.com/doi/full/10.1080/01441640701262949,2007,6
Valuing the Prevention of Road Accidents in Belgium,https://www.tandfonline.com/doi/full/10.1080/01441640701275362,2007,6
Generic Framework for Transport Network Designs: Applications and Treatment in Intermodal Freight Transport Literature,https://www.tandfonline.com/doi/full/10.1080/01441640701358796,2007,6
They also helped……,https://www.tandfonline.com/doi/full/10.1080/01441640701722058,2007,6
Assessing the Influence of Distance‐based Charges on Freight Transporters,https://www.tandfonline.com/doi/full/10.1080/01441640701345850,2008,1
Institutional Perspective on the Adoption of Technology for the Security Enhancement of Container Transport,https://www.tandfonline.com/doi/full/10.1080/01441640701358804,2008,1
"Coastal Cities, Port Activities and Logistic Constraints in a Socialist Developing Country: The Case of North Korea",https://www.tandfonline.com/doi/full/10.1080/01441640701358846,2008,1
Behavioural Issues in Pedestrian Speed Choice and Street Crossing Behaviour: A Review,https://www.tandfonline.com/doi/full/10.1080/01441640701365239,2008,1
Accessibility Analysis of Korean High‐speed Rail: A Case Study of the Seoul Metropolitan Area,https://www.tandfonline.com/doi/full/10.1080/01441640701421495,2008,1
Vehicle Restrictions in Four Latin American Cities: Is Congestion Pricing Possible?,https://www.tandfonline.com/doi/full/10.1080/01441640701458265,2008,1
Book Review,https://www.tandfonline.com/doi/full/10.1080/01441640701722413,2008,1
Acceptability of the German Charging Scheme for Heavy Goods Vehicles: Empirical Evidence from a Freight Company Survey,https://www.tandfonline.com/doi/full/10.1080/01441640701474809,2008,2
Transport Policy and Organization in Japan,https://www.tandfonline.com/doi/full/10.1080/01441640701526699,2008,2
"A Human Perspective on the Daily Commute: Costs, Benefits and Trade‐offs",https://www.tandfonline.com/doi/full/10.1080/01441640701559484,2008,2
Willingness to Pay for Airline Service Quality,https://www.tandfonline.com/doi/full/10.1080/01441640701577007,2008,2
Realizing Logistics Opportunities in a Public–Private Collaborative Setting: The Story of Skaraborg,https://www.tandfonline.com/doi/full/10.1080/01441640701581496,2008,2
School Travel Plans: Overcoming Barriers to Implementation,https://www.tandfonline.com/doi/full/10.1080/01441640701630863,2008,2
Contingency Planning and War Gaming for the Transport Operations of the Athens 2004 Olympic Games,https://www.tandfonline.com/doi/full/10.1080/01441640701628685,2008,2
Testing a Framework for the Efficiency Assessment of Road Safety Measures,https://www.tandfonline.com/doi/full/10.1080/01441640701615120,2008,3
The Mobile Phone as a Tool in Family Life: Impact on Planning of Everyday Activities and Car Use,https://www.tandfonline.com/doi/full/10.1080/01441640701630905,2008,3
The Myth of Travel Time Saving,https://www.tandfonline.com/doi/full/10.1080/01441640701642348,2008,3
Struggling with Time: Investigating Coupling Constraints,https://www.tandfonline.com/doi/full/10.1080/01441640701642363,2008,3
Transporting Singapore—The Air‐Conditioned Nation,https://www.tandfonline.com/doi/full/10.1080/01441640701722363,2008,3
Constructing Time‐Scaled Maps: Switzerland from 1950 to 2000,https://www.tandfonline.com/doi/full/10.1080/01441640701747451,2008,3
Combined Models with Hierarchical Demand Choices: A Multi‐Objective Entropy Optimization Approach,https://www.tandfonline.com/doi/full/10.1080/01441640701763128,2008,4
Bus Rapid Transit: Is <i,https://www.tandfonline.com/doi/full/10.1080/01441640701785733,2008,4
Privatization of the Japan Highway Public Corporation: Focusing on Organizational Structure Change,https://www.tandfonline.com/doi/full/10.1080/01441640701791749,2008,4
"Making Cycling Irresistible: Lessons from The Netherlands, Denmark and Germany",https://www.tandfonline.com/doi/full/10.1080/01441640701806612,2008,4
Investigating Links between Social Capital and Public Transport,https://www.tandfonline.com/doi/full/10.1080/01441640701817197,2008,4
ITS Solutions and Accident Risks: Prospective and Limitations,https://www.tandfonline.com/doi/full/10.1080/01441640801886605,2008,5
Productivity Change and the Effects of the Enhancement of the Mass Transportation Programme on the Bus Transit System in Taiwan,https://www.tandfonline.com/doi/full/10.1080/01441640801892462,2008,5
Smarter Choices: Assessing the Potential to Achieve Traffic Reduction Using ‘Soft Measures’,https://www.tandfonline.com/doi/full/10.1080/01441640801892504,2008,5
What Happened to the National Road Carrier in a Post‐Communist Country? The Case of Poland's State Road Transport,https://www.tandfonline.com/doi/full/10.1080/01441640801943018,2008,5
Immobility and Mobility Seen Through Trip‐Based Versus Time‐Use Surveys,https://www.tandfonline.com/doi/full/10.1080/01441640801965722,2008,5
Advanced Driver Assistance Systems from Autonomous to Cooperative Approach,https://www.tandfonline.com/doi/full/10.1080/01441640801987825,2008,5
Editor's Introduction,https://www.tandfonline.com/doi/full/10.1080/01441640802538692,2008,6
A Comment on ‘The Myth of Travel Time Saving’,https://www.tandfonline.com/doi/full/10.1080/01441640802535821,2008,6
‘The Myth of Travel Time Saving’: A Comment,https://www.tandfonline.com/doi/full/10.1080/01441640802535854,2008,6
Who Knows Where the Time Goes? A Response to David Metz,https://www.tandfonline.com/doi/full/10.1080/01441640802535870,2008,6
Improvements in Transport Infrastructure are designed to Increase Travel Speed: Comments on ‘The Myth of Travel Time Saving’,https://www.tandfonline.com/doi/full/10.1080/01441640802535987,2008,6
Understanding Accessibility and Road Capacity Changes: A Response in Support of Metz,https://www.tandfonline.com/doi/full/10.1080/01441640802535995,2008,6
A Comment on ‘The Myth of Travel Time Saving’,https://www.tandfonline.com/doi/full/10.1080/01441640802536001,2008,6
Reflections on Travel Time Savings: Comments to David Metz,https://www.tandfonline.com/doi/full/10.1080/01441640802536019,2008,6
Response to the Responses,https://www.tandfonline.com/doi/full/10.1080/01441640802536027,2008,6
Microscopic Analysis of Cellular Automata Based Traffic Flow Models and an Improved Model,https://www.tandfonline.com/doi/full/10.1080/01441640802012813,2008,6
Using Bus Rapid Transit to Mitigate Emissions of CO<sub,https://www.tandfonline.com/doi/full/10.1080/01441640802012920,2008,6
Evacuation Modelling in the United States: Does the Demand Model Choice Matter?,https://www.tandfonline.com/doi/full/10.1080/01441640802041812,2008,6
Role of Bus‐Based Park and Ride in the UK: A Temporal and Evaluative Review,https://www.tandfonline.com/doi/full/10.1080/01441640802059152,2008,6
They also helped…..,https://www.tandfonline.com/doi/full/10.1080/01441640802550242,2008,6
Effects of Safety Climate on Perceptions of Safety Performance in Container Terminal Operations,https://www.tandfonline.com/doi/full/10.1080/01441640802264943,2009,1
"Transport Construction, Corruption and Developing Countries",https://www.tandfonline.com/doi/full/10.1080/01441640802075760,2009,1
On Modelling Route Choice Sets in Transportation Networks: A Synthesis,https://www.tandfonline.com/doi/full/10.1080/01441640802078673,2009,1
Social Impacts of Transport: Literature Review and the State of the Practice of Transport Appraisal in the Netherlands and the United Kingdom,https://www.tandfonline.com/doi/full/10.1080/01441640802130490,2009,1
Integrating Sustainable Transport Measures into the Clean Development Mechanism,https://www.tandfonline.com/doi/full/10.1080/01441640802133494,2009,1
An Ongoing Process—A Review of the Open Skies Agreements between the European Union and the United States,https://www.tandfonline.com/doi/full/10.1080/01441640802196293,2009,1
"Matatu: A Case Study of the Core Segment of the Public Transport Market of Kampala, Uganda",https://www.tandfonline.com/doi/full/10.1080/01441640802207553,2009,1
Book Review,https://www.tandfonline.com/doi/full/10.1080/01441640802259869,2009,1
The Copenhagen Traffic Model and its Application in the Metro City Ring Project,https://www.tandfonline.com/doi/full/10.1080/01441640802246106,2009,2
Port Administrative Structure Change Worldwide: Its Implication for Restructuring Port Authorities in Taiwan,https://www.tandfonline.com/doi/full/10.1080/01441640802260248,2009,2
A Critical Analysis of DEA Applications to Seaport Economic Efficiency Measurement,https://www.tandfonline.com/doi/full/10.1080/01441640802260354,2009,2
Event Study in Transport Research: Methodology and Applications,https://www.tandfonline.com/doi/full/10.1080/01441640802291680,2009,2
The Benefits for Rail Freight Customers of Vertical Separation and Open Access,https://www.tandfonline.com/doi/full/10.1080/01441640802295467,2009,2
European Common Transport Policy and Short‐Sea Shipping: Empirical Evidence Based on Modal Choice Models,https://www.tandfonline.com/doi/full/10.1080/01441640802357192,2009,2
Public Transport Funding Policy in Madrid: Is There Room for Improvement?,https://www.tandfonline.com/doi/full/10.1080/01441640802383214,2009,2
"Self‐Selection: A Key to a Better Understanding of Location Choices, Travel Behaviour and Transport Externalities?",https://www.tandfonline.com/doi/full/10.1080/01441640902752961,2009,3
Residential Self‐Selection and Appropriate Control Variables in Land Use: Travel Studies,https://www.tandfonline.com/doi/full/10.1080/01441640802710812,2009,3
Measuring Attitudes in Research on Residential Self‐Selection and Travel Behaviour: A Review of Theories and Empirical Research,https://www.tandfonline.com/doi/full/10.1080/01441640902808441,2009,3
Examining the Impacts of Residential Self‐Selection on Travel Behaviour: A Focus on Empirical Findings,https://www.tandfonline.com/doi/full/10.1080/01441640802539195,2009,3
"Tolls, Terms and Public Interest in Road Concessions Privatization: A Comparative Analysis of Recent Transactions in the USA and France",https://www.tandfonline.com/doi/full/10.1080/01441640802432144,2009,3
Hydrogen in Passenger Transport: A Macroeconomic Analysis,https://www.tandfonline.com/doi/full/10.1080/01441640802358059,2009,4
A Descriptive Framework for the Development and Operation of Liner Shipping Networks,https://www.tandfonline.com/doi/full/10.1080/01441640802405215,2009,4
"Contract Design, Financing Arrangements and Public Ownership—An Assessment of the US Airport Governance Model",https://www.tandfonline.com/doi/full/10.1080/01441640802465656,2009,4
"The Measurement of Efficiency of UK Airports, Using a Stochastic Latent Class Frontier Model",https://www.tandfonline.com/doi/full/10.1080/01441640802525418,2009,4
Visualization of Differences in Treatment of Safety Inspections across Port State Control Regimes: A Case for Increased Harmonization Efforts,https://www.tandfonline.com/doi/full/10.1080/01441640802573749,2009,4
Assessment of Cross‐Border Spillover Effects of National Transport Infrastructure Plans: An Accessibility Approach,https://www.tandfonline.com/doi/full/10.1080/01441640802627974,2009,4
Shipping Lines and Logistics,https://www.tandfonline.com/doi/full/10.1080/01441640802677607,2009,4
Editorial,https://www.tandfonline.com/doi/full/10.1080/01441640902916533,2009,5
Dealing with Increased Complexity in Conjoint Experiments: Background and Overview of Alternate Approaches,https://www.tandfonline.com/doi/full/10.1080/01441640902827532,2009,5
Modelling Portfolio Choice in Transportation Research,https://www.tandfonline.com/doi/full/10.1080/01441640902829462,2009,5
Constructing Efficient Stated Choice Experimental Designs,https://www.tandfonline.com/doi/full/10.1080/01441640902827623,2009,5
Numerical Analysis of the Statistical Properties of Uniform Design in Stated Choice Modelling,https://www.tandfonline.com/doi/full/10.1080/01441640902829454,2009,5
Hierarchical Information Integration Experiments and Integrated Choice Experiments,https://www.tandfonline.com/doi/full/10.1080/01441640902829470,2009,5
Important Stated Preference Experimental Design Issues in Recent Transportation Applications,https://www.tandfonline.com/doi/full/10.1080/01441640902867702,2009,5
Safety Management Evaluation in Bus and Coach Companies,https://www.tandfonline.com/doi/full/10.1080/01441640902750106,2009,6
Mapping Railway Development Prospects in Brazil,https://www.tandfonline.com/doi/full/10.1080/01441640902752813,2009,6
"Affordability and Subsidies in Public Urban Transport: What Do We Mean, What Can Be Done?",https://www.tandfonline.com/doi/full/10.1080/01441640902786415,2009,6
"Assessing Service Quality, Switching Costs and Customer Loyalty in Home‐Delivery Services in Taiwan",https://www.tandfonline.com/doi/full/10.1080/01441640902796349,2009,6
From Bricks to Clicks: The Impact of Online Retailing on Transport and the Environment,https://www.tandfonline.com/doi/full/10.1080/01441640902796364,2009,6
Not All Transfers Are Created Equal: Towards a Framework Relating Transfer Connectivity to Travel Behaviour,https://www.tandfonline.com/doi/full/10.1080/01441640902811304,2009,6
They also helped….,https://www.tandfonline.com/doi/full/10.1080/01441640903361291,2009,6
Transport Reviews—The 30<sup,https://www.tandfonline.com/doi/full/10.1080/01441640903385076,2010,1
Private Provision of Highways: Economic Issues,https://www.tandfonline.com/doi/full/10.1080/01441640903189288,2010,1
Equity Effects of Road Pricing: A Review,https://www.tandfonline.com/doi/full/10.1080/01441640903189304,2010,1
Commuting by Bicycle: An Overview of the Literature,https://www.tandfonline.com/doi/full/10.1080/01441640903187001,2010,1
A Multiple Criteria Decision‐Making Approach for Prioritizing Accident Hotspots in the Absence of Crash Data,https://www.tandfonline.com/doi/full/10.1080/01441640903279345,2010,1
"Port Economics, Policy and Management: Review of an Emerging Research Field",https://www.tandfonline.com/doi/full/10.1080/01441640902843208,2010,1
UK Container Port Investment and Competition: Impediments to the Market,https://www.tandfonline.com/doi/full/10.1080/01441640902796323,2010,2
A Survey of China’s Logistics Industry and the Impacts of Transport Delays on Importers and Exporters,https://www.tandfonline.com/doi/full/10.1080/01441640902843232,2010,2
Evaluating City Bus Service Based on Zone of Tolerance of Expectation and Normalized Importance,https://www.tandfonline.com/doi/full/10.1080/01441640902884780,2010,2
When Transport Geography Meets Social Psychology: Toward a Conceptual Model of Travel Behaviour,https://www.tandfonline.com/doi/full/10.1080/01441640902943453,2010,2
Comprehensive Review of the Maritime Safety Regimes: Present Status and Recommendations for Improvements,https://www.tandfonline.com/doi/full/10.1080/01441640902985934,2010,2
The Limits to Travel: How Far Will You Go?,https://www.tandfonline.com/doi/full/10.1080/01441640903020251,2010,2
Analysis of the Evolution of the Inland Traffic Distribution and Provincial Hinterland Share of the Spanish Port System,https://www.tandfonline.com/doi/full/10.1080/01441640902985983,2010,3
Using Standardized Revenue and Cost Norm Analyses to Reveal Subsidy Fraud in Contracted Public Transport Services,https://www.tandfonline.com/doi/full/10.1080/01441640902986866,2010,3
External Costs of Domestic Container Transportation: Short‐Sea Shipping versus Trucking in Taiwan,https://www.tandfonline.com/doi/full/10.1080/01441640903010120,2010,3
Toll Roads in Central and Eastern Europe: Promises and Performance,https://www.tandfonline.com/doi/full/10.1080/01441640903017380,2010,3
A Quantitative Analysis of the Performance of Transportation Projects in Developing Countries,https://www.tandfonline.com/doi/full/10.1080/01441640903034070,2010,3
Transaction Costs in Transport Public–Private Partnerships: Comparing Procurement Procedures,https://www.tandfonline.com/doi/full/10.1080/01441640903037941,2010,3
Organizational and Ownership Transformation in Poland’s Urban Transport Companies,https://www.tandfonline.com/doi/full/10.1080/01441640903034369,2010,4
How to Capture the Passengers’ Point of View on a Transit Service through Rating and Choice Options,https://www.tandfonline.com/doi/full/10.1080/01441640903068441,2010,4
Feasibility Study for a Motorway of the Sea (MoS) between Spain and France: Application to the Transportation of Perishable Cargo,https://www.tandfonline.com/doi/full/10.1080/01441640903083705,2010,4
What Determines Decision‐Makers’ Preferences for Road Investments? Evidence from the Norwegian Road Sector,https://www.tandfonline.com/doi/full/10.1080/01441640903138640,2010,4
"Projection of the Daily Travel of an Ageing Population: The Paris and Montreal Case, 1975–2020",https://www.tandfonline.com/doi/full/10.1080/01441640903166724,2010,4
Influence of Congestion Efficiency on the European Seaports Performance: Does It Matter?,https://www.tandfonline.com/doi/full/10.1080/01441640903175592,2010,4
Toll Roads in Australia: An Overview of Characteristics and Accuracy of Demand Forecasts,https://www.tandfonline.com/doi/full/10.1080/01441640903211173,2010,5
Off‐Street Parking Policy without Parking Requirements: A Need for Market Fostering and Regulation,https://www.tandfonline.com/doi/full/10.1080/01441640903216958,2010,5
A Framework for Developing Driving Cycles with On‐Road Driving Data,https://www.tandfonline.com/doi/full/10.1080/01441640903286134,2010,5
Short Sea Shipping’s Green Label at Risk,https://www.tandfonline.com/doi/full/10.1080/01441640903289849,2010,5
"Mobility, Poverty, and Gender: Travel ‘Choices’ of Slum Residents in Nairobi, Kenya",https://www.tandfonline.com/doi/full/10.1080/01441640903298998,2010,5
Saturation of Demand for Daily Travel,https://www.tandfonline.com/doi/full/10.1080/01441640903556361,2010,5
Two Billion Cars: Driving Towards Sustainability,https://www.tandfonline.com/doi/full/10.1080/01441640903187092,2010,5
Safety Effects of Winter Weather: The State of Knowledge and Remaining Challenges,https://www.tandfonline.com/doi/full/10.1080/01441640903414470,2010,6
Vehicle Positioning for Improving Road Safety,https://www.tandfonline.com/doi/full/10.1080/01441640903441531,2010,6
Methodology for Assessing Safety Benefits of Truck Diversion from Truck‐Only Toll Lanes to Arterials,https://www.tandfonline.com/doi/full/10.1080/01441640903522280,2010,6
Environmentalist in Business Class: An Analysis of Air Travel and Environmental Attitude,https://www.tandfonline.com/doi/full/10.1080/01441641003736556,2010,6
Transit Users’ Route‐Choice Modelling in Transit Assignment: A Review,https://www.tandfonline.com/doi/full/10.1080/01441641003744261,2010,6
Applicability of an Extended Prospect Theory to Travel Behaviour Research: A Meta‐Analysis,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.486907,2010,6
Public Transport and its Users: The Passenger’s Perspective in Planning and Customer Care,https://www.tandfonline.com/doi/full/10.1080/01441640903299103,2010,6
Plug‐In Electric Vehicles: What Role for Washington?,https://www.tandfonline.com/doi/full/10.1080/01441641003590359,2010,6
They also helped….,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.534941,2010,6
Editorial Board,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.534947,2010,6
Cost‐Effective Measures for Reducing Road Fatalities in the Short Term,https://www.tandfonline.com/doi/full/10.1080/01441641003736572,2011,1
The Prism of Everyday Life: Towards a New Research Agenda for Time Geography,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.484153,2011,1
Rail Infrastructure Charging Systems for High‐Speed Lines in Europe,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.489340,2011,1
Recent Developments in Bus Rapid Transit: A Review of the Literature,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.492455,2011,1
Prospect Theoretic Contributions in Understanding Traveller Behaviour: A Review and Some Comments,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.498589,2011,1
Evaluating Social Justice in Transport: Lessons to be Learned from the Capability Approach,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.504900,2011,1
International Business Travel in the Global Economy,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.498590,2011,1
Taxi! Urban Economies and the Social and Transport Impacts of the Taxicab,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.498591,2011,1
The Role of Transport‐Related Models in Urban Planning Practice,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.541295,2011,2
Analysing Models as a Knowledge Technology in Transport Planning,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.532884,2011,2
From Macro to Micro—How Much Micro is too Much?,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.532883,2011,2
Integrating Land Use with Public Transport: The Use of a Discursive Accessibility Tool to Inform Metropolitan Spatial Planning in Perth,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.525330,2011,2
Transport Models and Urban Planning Practice: Experiences with Albatross,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.518292,2011,2
Integrated Land Use and Transportation Planning and Modelling: Addressing Challenges in Research and Practice,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.525671,2011,2
The Third Limfjord Crossing: A Case of Pessimism Bias and Knowledge Filtering,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.534569,2011,2
The Usefulness of Transport Models in Swedish Planning Practice,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.537100,2011,2
"Modelling with Systems Dynamics as a Method to Bridge the Gap between Politics, Planning and Science? Lessons Learnt from the Development of the Land Use and Transport Model MARS",https://www.tandfonline.com/doi/full/10.1080/01441647.2010.534570,2011,2
"Teofil Lijewski, 1930–2010",https://www.tandfonline.com/doi/full/10.1080/01441647.2011.568198,2011,3
Continuous Mobility Surveys: The State of Practice,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.510224,2011,3
Experiences with Competitive Tendering of Bus Services in Germany,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.511299,2011,3
The History of the Transport Future—Evaluating Dutch Transport Scenarios of the Past,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.527440,2011,3
Are We Reaching Peak Travel? Trends in Passenger Transport in Eight Industrialized Countries,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.518291,2011,3
Twenty Years of Rail Crowding Valuation Studies: Evidence and Lessons from British Experience,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.519127,2011,3
Modelling Complex Activity‐Travel Scheduling Decisions: Procedure for the Simultaneous Estimation of Activity Generation and Duration Functions,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.520827,2011,3
The Cultures of Alternative Mobilities: Routes Less Travelled,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.520828,2011,3
Airport Competition: The European Experience,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.526257,2011,3
Transport for Suburbia: Beyond the Automobile Age,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.514077,2011,3
Accompanied versus Unaccompanied Transport in Short Sea Shipping between Spain and Italy: An Analysis from Transport Road Firms Perspective,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.528588,2011,4
"Port Economics, Policy and Management: Content Classification and Survey",https://www.tandfonline.com/doi/full/10.1080/01441647.2010.530699,2011,4
Dynamic Discrete Choice Models for Transportation,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.533393,2011,4
Applications of Graph Theory and Network Science to Transit Network Design,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.543709,2011,4
Modelling Externalities using Dynamic Traffic Assignment Models: A Review,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.544856,2011,4
Green Logistics: Improving the Environmental Sustainability of Logistics,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.537101,2011,4
Accelerating Car Scrappage: A Review of Research into the Environmental Impacts,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.564331,2011,5
Does Dieselization Favour a Cleaner Transport? Evidence from EU-15,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.566378,2011,5
Assessing the Effects of Longer Vehicles: The Case of Pre- and Post-haulage in Intermodal Transport Chains,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.584980,2011,5
Forecasting Freight Flows,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.566984,2011,5
Valuing Freight Transport Time using Transport Demand Modelling: A Bibliographical Review,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.564330,2011,5
Determinants of Efficiency at Major Brazilian Port Terminals,https://www.tandfonline.com/doi/full/10.1080/01441647.2010.547635,2011,5
The Economic Geography of the UK,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.555015,2011,5
Challenges in Managing Empty Container Movements at Multiple Planning Levels,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.584979,2011,6
Ship-Owners' Decisions to Outsource Vessel Management,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.587907,2011,6
Do Public Transport Improvements Increase Agglomeration Economies? A Review of Literature and an Agenda for Research,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.587908,2011,6
Transport Network Design Problem under Uncertainty: A Review and New Developments,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.589539,2011,6
The Effect of Investment in Transportation Infrastructure on the Debt-to-GDP Ratio,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.596581,2011,6
Charting a New Paradigm of Container Hub Port Development Policy: The Asian Doctrine,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.597005,2011,6
Achieving Sustainable Mobility—Everyday and Leisure-time Travel in the EU,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.573103,2011,6
Editorial Board,https://www.tandfonline.com/doi/full/10.1080/01441647.2011.632756,2011,6
